Type,State,Year,Month,Make,Model,Variant,IDV
Two Wheeler,Telangana,2021,March,HERO,DESTINI 125,100 MILLION EDITION,70110
Two Wheeler,Telangana,2021,March,HERO,DESTINI 125,LX BS VI,64980
Two Wheeler,Telangana,2021,March,HERO,DESTINI 125,PLATINUM,68448
Two Wheeler,Telangana,2021,March,HERO,DESTINI 125,VX BS VI,68400
Two Wheeler,Telangana,2021,March,HERO,GLAMOUR,BLAZE EDITION - DISC - BS VI,73530
Two Wheeler,Telangana,2021,March,HERO,GLAMOUR,BLAZE EDITION - DRUM - BS VI,70205
Two Wheeler,Telangana,2021,March,HERO,GLAMOUR,DISC 100 MILLION EDITION,74100
Two Wheeler,Telangana,2021,March,HERO,GLAMOUR,DISC BS VI,72390
Two Wheeler,Telangana,2021,March,HERO,GLAMOUR,DRUM 100 MILLION EDITION,70775
Two Wheeler,Telangana,2021,March,HERO,GLAMOUR,DRUM BS VI,69065
Two Wheeler,Telangana,2021,March,HERO,HF DELUXE,KICK ALLOY BS VI,53533
Two Wheeler,Telangana,2021,March,HERO,HF DELUXE,KICK SPOKE BS VI,52583
Two Wheeler,Telangana,2021,March,HERO,HF DELUXE,SELF ALLOY BS VI,56929
Two Wheeler,Telangana,2021,March,HERO,HF DELUXE I3S,SELF START BS VI,58188
Two Wheeler,Telangana,2021,March,HERO,MAESTRO EDGE 110,100 MILLION EDITION,64695
Two Wheeler,Telangana,2021,March,HERO,MAESTRO EDGE 110,ALLOY WHEEL,62985
Two Wheeler,Telangana,2021,March,HERO,MAESTRO EDGE 110,DRUM BRAKE ALLOY WHEEL VX,61655
Two Wheeler,Telangana,2021,March,HERO,MAESTRO EDGE 125,ALLOY WHEEL DISC BS VI,69778
Two Wheeler,Telangana,2021,March,HERO,MAESTRO EDGE 125,ALLOY WHEEL DRUM BS VI,67688
Two Wheeler,Telangana,2021,March,HERO,MAESTRO EDGE 125,PRISMATIC COLOR TECH BS VI,70253
Two Wheeler,Telangana,2021,March,HERO,MAESTRO EDGE 125,STEALTH EDITION BS VI,71203
Two Wheeler,Telangana,2021,March,HERO,PASSION PRO 110,DISC 100 MILLION EDITION,68258
Two Wheeler,Telangana,2021,March,HERO,PASSION PRO 110,DISC BS VI,66548
Two Wheeler,Telangana,2021,March,HERO,PASSION PRO 110,DRUM 100 MILLION EDITION,66168
Two Wheeler,Telangana,2021,March,HERO,PASSION PRO 110,DRUM BS VI,64458
Two Wheeler,Telangana,2021,March,HERO,PLEASURE PLUS 110,CAST WHEEL BS VI,59888
Two Wheeler,Telangana,2021,March,HERO,PLEASURE PLUS 110,PLATINUM,61788
Two Wheeler,Telangana,2021,March,HERO,PLEASURE PLUS 110,SHEET METAL WHEEL BS VI,57656
Two Wheeler,Telangana,2021,March,HERO,SPLENDOR ISMART 110,DISC FI BS VI,65883
Two Wheeler,Telangana,2021,March,HERO,SPLENDOR ISMART 110,FI BS VI,63793
Two Wheeler,Telangana,2021,March,HERO,SPLENDOR PLUS,BLACK AND ACCENT EDITION,62030
Two Wheeler,Telangana,2021,March,HERO,SPLENDOR PLUS,DRUM 100 MILLION EDITION,63740
Two Wheeler,Telangana,2021,March,HERO,SPLENDOR PLUS,KICK ALLOY BS VI,
Two Wheeler,Telangana,2021,March,HERO,SPLENDOR PLUS,SELF ALLOY BS VI,60976
Two Wheeler,Telangana,2021,March,HERO,SPLENDOR PLUS,SELF ALLOY I3S BS VI,62030
Two Wheeler,Telangana,2021,March,HERO,SUPER SPLENDOR,SELF-DISC ALLOY BS VI,70300
Two Wheeler,Telangana,2021,March,HERO,SUPER SPLENDOR,SELF-DRUM ALLOY BS VI,66975
Two Wheeler,Telangana,2021,March,HERO,XPULSE 200,STANDARD,109469
Two Wheeler,Telangana,2021,March,HERO,XPULSE 200T,STANDARD,107160
Two Wheeler,Telangana,2021,March,HERO,XTREME 160R,100 MILLION EDITION,103693
Two Wheeler,Telangana,2021,March,HERO,XTREME 160R,DUAL DISC,101983
Two Wheeler,Telangana,2021,March,HERO,XTREME 160R,FRONT DISC,99133
Two Wheeler,Telangana,2021,March,HERO,XTREME 200S,STANDARD,112794
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,DASH,STANDARD,58900
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,FLASH,LEAD ACID,
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,FLASH,LITHIUM-ION,44166
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,NYX,E2,57000
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,NYX,E5,61409
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,NYX,ER,
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,NYX,HX,61408
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,OPTIMA,E5,58773
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,OPTIMA,ER,65285
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,OPTIMA,LEAD ACID,39682
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,OPTIMA,LITHIUM-ION,51567
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,PHOTON,48V,
Two Wheeler,Telangana,2021,March,HERO ELECTRIC,PHOTON,72V,58775
Two Wheeler,Telangana,2021,March,HONDA,ACTIVA 125 FI,ALLOY BS VI,72907
Two Wheeler,Telangana,2021,March,HONDA,ACTIVA 125 FI,DELUXE BS VI,76237
Two Wheeler,Telangana,2021,March,HONDA,ACTIVA 125 FI,STANDARD BS VI,69422
Two Wheeler,Telangana,2021,March,HONDA,ACTIVA 6G,20TH YEAR ANNIVERSARY DELUXE,68097
Two Wheeler,Telangana,2021,March,HONDA,ACTIVA 6G,20TH YEAR ANNIVERSARY STANDARD,66438
Two Wheeler,Telangana,2021,March,HONDA,ACTIVA 6G,DELUXE,66672
Two Wheeler,Telangana,2021,March,HONDA,ACTIVA 6G,STANDARD,65013
Two Wheeler,Telangana,2021,March,HONDA,AFRICA TWIN,ADVENTURE SPORTS - DCT,1662975
Two Wheeler,Telangana,2021,March,HONDA,AFRICA TWIN,ADVENTURE SPORTS - MANUAL,1516675
Two Wheeler,Telangana,2021,March,HONDA,CB SHINE,DISC BS VI,72892
Two Wheeler,Telangana,2021,March,HONDA,CB SHINE,DRUM BS VI,68335
Two Wheeler,Telangana,2021,March,HONDA,CB350RS,DUAL TONE,188100
Two Wheeler,Telangana,2021,March,HONDA,CB350RS,STANDARD,186200
Two Wheeler,Telangana,2021,March,HONDA,CB500X,STANDARD,653017
Two Wheeler,Telangana,2021,March,HONDA,CD 110 DREAM,DELUXE,64194
Two Wheeler,Telangana,2021,March,HONDA,CD 110 DREAM,STANDARD,63244
Two Wheeler,Telangana,2021,March,HONDA,DIO,DELUXE BS VI,66287
Two Wheeler,Telangana,2021,March,HONDA,DIO,REPSOL EDITION,68662
Two Wheeler,Telangana,2021,March,HONDA,DIO,STANDARD BS VI,63059
Two Wheeler,Telangana,2021,March,HONDA,GRAZIA,DELUXE,79582
Two Wheeler,Telangana,2021,March,HONDA,GRAZIA,SPORTS EDITION - DISC,80532
Two Wheeler,Telangana,2021,March,HONDA,GRAZIA,STANDARD,72623
Two Wheeler,Telangana,2021,March,HONDA,HIGHNESS CB 350,DLX,177175
Two Wheeler,Telangana,2021,March,HONDA,HIGHNESS CB 350,DLX PRO,182875
Two Wheeler,Telangana,2021,March,HONDA,HORNET 2.0,REPSOL EDITION,125276
Two Wheeler,Telangana,2021,March,HONDA,HORNET 2.0,STANDARD,123376
Two Wheeler,Telangana,2021,March,HONDA,LIVO,DISC BS VI,71696
Two Wheeler,Telangana,2021,March,HONDA,LIVO,DRUM BS VI,67706
Two Wheeler,Telangana,2021,March,HONDA,SP125,DISC,76419
Two Wheeler,Telangana,2021,March,HONDA,SP125,DRUM,72338
Two Wheeler,Telangana,2021,March,HONDA,UNICORN,STANDARD BS VI,92541
Two Wheeler,Telangana,2021,March,HONDA,X-BLADE,DUAL DISC,108219
Two Wheeler,Telangana,2021,March,HONDA,X-BLADE,SINGLE DISC,104049
Two Wheeler,Telangana,2021,March,HUSQVARNA,SVARTPILEN 250,STANDARD,179846
Two Wheeler,Telangana,2021,March,HUSQVARNA,VITPILEN 250,STANDARD,180211
Two Wheeler,Telangana,2021,March,JAWA,300,DUAL CHANNEL ABS BS VI,178688
Two Wheeler,Telangana,2021,March,JAWA,300,SINGLE CHANNEL ABS BS VI,170193
Two Wheeler,Telangana,2021,March,JAWA,FORTY TWO,DUAL CHANNEL ABS BS VI,166468
Two Wheeler,Telangana,2021,March,JAWA,FORTY TWO,SINGLE CHANNEL ABS BS VI,157973
Two Wheeler,Telangana,2021,March,JAWA,FORTY TWO,VERSION 2.1,177595
Two Wheeler,Telangana,2021,March,JAWA,PERAK,STANDARD,190462
Two Wheeler,Telangana,2021,March,JOY EBIKE,E MONSTER,STANDARD,94905
Two Wheeler,Telangana,2021,March,JOY EBIKE,GEN NXT NANU,STANDARD,39900
Two Wheeler,Telangana,2021,March,JOY EBIKE,GLOB,STANDARD,66263
Two Wheeler,Telangana,2021,March,JOY EBIKE,HONEYBEE,STANDARD,40090
Two Wheeler,Telangana,2021,March,JOY EBIKE,MONSTER,STANDARD,94049
Two Wheeler,Telangana,2021,March,JOY EBIKE,NANU,BUTTERFLY,31825
Two Wheeler,Telangana,2021,March,JOY EBIKE,NANU,HONEYBEE,33250
Two Wheeler,Telangana,2021,March,JOY EBIKE,WOLF,STANDARD,68875
Two Wheeler,Telangana,2021,March,KABIRA MOBILITY,AETOS 100,LITHIUM-ION,52250
Two Wheeler,Telangana,2021,March,KABIRA MOBILITY,INTERCITY AEOLUS,LITHIUM-ION,65541
Two Wheeler,Telangana,2021,March,KABIRA MOBILITY,INTERCITY NEO,LITHIUM-ION,54150
Two Wheeler,Telangana,2021,March,KABIRA MOBILITY,KM 3000,LITHIUM-ION,120641
Two Wheeler,Telangana,2021,March,KABIRA MOBILITY,KM 4000,STANDARD,130141
Two Wheeler,Telangana,2021,March,KABIRA MOBILITY,KOLLEGIO,LITHIUM-ION,43691
Two Wheeler,Telangana,2021,March,KABIRA MOBILITY,KOLLEGIO NEO,LITHIUM-ION,44650
Two Wheeler,Telangana,2021,March,KABIRA MOBILITY,KOLLEGIO PLUS,LITHIUM-ION,45600
Two Wheeler,Telangana,2021,March,KAWASAKI,NINJA 1000,SX,1048800
Two Wheeler,Telangana,2021,March,KAWASAKI,NINJA 300,STANDARD,302100
Two Wheeler,Telangana,2021,March,KAWASAKI,NINJA 650,STANDARD,607050
Two Wheeler,Telangana,2021,March,KAWASAKI,NINJA ZX-10R,STANDARD,1424050
Two Wheeler,Telangana,2021,March,KAWASAKI,VERSYS 1000,BS VI,1063050
Two Wheeler,Telangana,2021,March,KAWASAKI,VERSYS 650,STANDARD,659300
Two Wheeler,Telangana,2021,March,KAWASAKI,VULCAN S,STANDARD,564300
Two Wheeler,Telangana,2021,March,KAWASAKI,W800,STREET,673550
Two Wheeler,Telangana,2021,March,KAWASAKI,Z H2,SE,2460500
Two Wheeler,Telangana,2021,March,KAWASAKI,Z H2,STANDARD,2080500
Two Wheeler,Telangana,2021,March,KAWASAKI,Z650,STANDARD,573800
Two Wheeler,Telangana,2021,March,KAWASAKI,Z900,STANDARD,778050
Two Wheeler,Telangana,2021,March,KOMAKI,M5,STANDARD,94050
Two Wheeler,Telangana,2021,March,KOMAKI,SE,STANDARD,91200
Two Wheeler,Telangana,2021,March,KOMAKI,SUPER,STANDARD,28025
Two Wheeler,Telangana,2021,March,KOMAKI,TN-95,STANDARD,93100
Two Wheeler,Telangana,2021,March,KOMAKI,X2 VOGUE,STANDARD,44650
Two Wheeler,Telangana,2021,March,KOMAKI,XGT KM,STANDARD,40375
Two Wheeler,Telangana,2021,March,KOMAKI,XONE,STANDARD,42750
Two Wheeler,Telangana,2021,March,KTM,125 DUKE,BS VI FACELIFT,143445
Two Wheeler,Telangana,2021,March,KTM,200 DUKE,BS VI,171973
Two Wheeler,Telangana,2021,March,KTM,250 ADVENTURE,STANDARD,239023
Two Wheeler,Telangana,2021,March,KTM,250 DUKE,BS VI,
Two Wheeler,Telangana,2021,March,KTM,390 ADVENTURE,STANDARD,294536
Two Wheeler,Telangana,2021,March,KTM,390 DUKE,BS VI,256965
Two Wheeler,Telangana,2021,March,KTM,RC125,BS VI,153951
Two Wheeler,Telangana,2021,March,KTM,RC200,BS VI,193587
Two Wheeler,Telangana,2021,March,KTM,RC390,BS VI,247500
Two Wheeler,Telangana,2021,March,LIIONS ELEKTRIK SOLUTIONS,SPOCK ELECTRIC SCOOTER,STANDARD,61750
Two Wheeler,Telangana,2021,March,LOHIA,OMA STAR LI,STANDARD,49163
Two Wheeler,Telangana,2021,March,LOHIA,OMASTAR,STANDARD,39372
Two Wheeler,Telangana,2021,March,M2GO,CIVITAS,STANDARD,98800
Two Wheeler,Telangana,2021,March,M2GO,X1,STANDARD,89775
Two Wheeler,Telangana,2021,March,MAHINDRA,MOJO,BLACK PEARL,189905
Two Wheeler,Telangana,2021,March,MAHINDRA,MOJO,GARNET BLACK,201400
Two Wheeler,Telangana,2021,March,MAHINDRA,MOJO,RED AGATE,206625
Two Wheeler,Telangana,2021,March,MAHINDRA,MOJO,RUBY RED,206625
Two Wheeler,Telangana,2021,March,MERICO,EAGLE-100 4.8,STANDARD,40708
Two Wheeler,Telangana,2021,March,MERICO,EAGLE-100 6.0,STANDARD,47292
Two Wheeler,Telangana,2021,March,MERICO,EVANKA,STANDARD,59380
Two Wheeler,Telangana,2021,March,MERICO,FASHIA,STANDARD,58245
Two Wheeler,Telangana,2021,March,MERICO,SPEEDSTAR,STANDARD,51007
Two Wheeler,Telangana,2021,March,NDS ECO MOTORS PVT. LTD.,ALFA,STD,67797
Two Wheeler,Telangana,2021,March,NDS ECO MOTORS PVT. LTD.,LIO,STD,79765
Two Wheeler,Telangana,2021,March,NDS ECO MOTORS PVT. LTD.,LIO +,STD,116850
Two Wheeler,Telangana,2021,March,ODYSSE,E2GO,LITE,60799
Two Wheeler,Telangana,2021,March,ODYSSE,E2GO,STANDARD,50349
Two Wheeler,Telangana,2021,March,ODYSSE,EVOQIS,STANDARD,142500
Two Wheeler,Telangana,2021,March,ODYSSE,HAWK,STANDARD,70299
Two Wheeler,Telangana,2021,March,ODYSSE,HAWK +,STANDARD,
Two Wheeler,Telangana,2021,March,ODYSSE,HAWK LITE,STANDARD,80749
Two Wheeler,Telangana,2021,March,ODYSSE,RACER,STANDARD,56525
Two Wheeler,Telangana,2021,March,ODYSSE,RACER LITE,STANDARD,72200
Two Wheeler,Telangana,2021,March,OKINAWA,DUAL,B2B,56048
Two Wheeler,Telangana,2021,March,OKINAWA,I-PRAISE,PLUS,103292
Two Wheeler,Telangana,2021,March,OKINAWA,LITE,STANDARD,56991
Two Wheeler,Telangana,2021,March,OKINAWA,PRAISE,PRO,75313
Two Wheeler,Telangana,2021,March,OKINAWA,R30,STANDARD,56042
Two Wheeler,Telangana,2021,March,OKINAWA,RIDGE PLUS,STANDARD,69746
Two Wheeler,Telangana,2021,March,ONE ELECTRIC,KRIDN,STANDARD,122550
Two Wheeler,Telangana,2021,March,PALATINO,ANGEL,STANDARD,33249
Two Wheeler,Telangana,2021,March,PALATINO,PRINCESS,STANDARD,34199
Two Wheeler,Telangana,2021,March,PALATINO,RYAN,STANDARD,37049
Two Wheeler,Telangana,2021,March,PALATINO,SPYKAR,STANDARD,36099
Two Wheeler,Telangana,2021,March,PALATINO,SUNSHINE,STANDARD,34199
Two Wheeler,Telangana,2021,March,PURE EV,EGNITE,STANDARD,45124
Two Wheeler,Telangana,2021,March,PURE EV,EPLUTO,STANDARD,68399
Two Wheeler,Telangana,2021,March,PURE EV,EPLUTO 7G,STANDARD,75999
Two Wheeler,Telangana,2021,March,PURE EV,ETRANCE,STANDARD,49399
Two Wheeler,Telangana,2021,March,PURE EV,ETRANCE PLUS,STANDARD,54149
Two Wheeler,Telangana,2021,March,PURE EV,ETRON,NEO,72199
Two Wheeler,Telangana,2021,March,PURE EV,ETRON,PLUS,33249
Two Wheeler,Telangana,2021,March,PURE EV,ETRON,STANDARD,29924
Two Wheeler,Telangana,2021,March,RAFTAAR,ELECTRICA,STANDARD,46113
Two Wheeler,Telangana,2021,March,RAFTAAR,GALAXY,STANDARD,49305
Two Wheeler,Telangana,2021,March,REVOLT,RV 300,STANDARD,90249
Two Wheeler,Telangana,2021,March,REVOLT,RV 400,PREMIUM,113049
Two Wheeler,Telangana,2021,March,REVOLT,RV 400,STANDARD,98799
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,BULLET 350,ES X EFI BS VI,138844
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,BULLET 350,KS X EFI BS VI,123717
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,BULLET 350,STANDARD EFI BS VI,129694
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CLASSIC 350,BS VI EFI,166632
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CLASSIC 350,CHROME AND STEALTH BS VI,182978
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI,168429
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI ALLOY,179891
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CLASSIC 350,ORANGE EMBER & METALLO SILVER,179891
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CLASSIC 350,SANDSTONE AND AIRBORNE BS VI,176607
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CLASSIC 350,SINGLE CHANNEL ABS BS VI,158873
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CONTINENTAL GT 650,CHROME,291577
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CONTINENTAL GT 650,CUSTOM,278966
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,CONTINENTAL GT 650,STANDARD,271396
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,HIMALAYAN,DUAL TONE BS VI FACELIFT,
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,HIMALAYAN,PINE GREEN AND GRANITE BLACK,198223
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,HIMALAYAN,SLEET AND GRAVEL GREY BS VI,194736
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,HIMALAYAN,STANDARD BS VI FACELIFT,191249
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,CHROME,276457
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,CUSTOM,263845
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,INTERCEPTOR 650,STANDARD,256276
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,METEOR 350,FIREBALL,169807
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,METEOR 350,STELLAR,175120
Two Wheeler,Telangana,2021,March,ROYAL ENFIELD,METEOR 350,SUPERNOVA,183973
Two Wheeler,Telangana,2021,March,STELLA AUTOMOBILI,SA 1000,LI,57000
Two Wheeler,Telangana,2021,March,STELLA AUTOMOBILI,SA 1000,STANDARD,43700
Two Wheeler,Telangana,2021,March,STELLA AUTOMOBILI,SA 2000,LI,62700
Two Wheeler,Telangana,2021,March,STELLA AUTOMOBILI,SA 2000,STANDARD,49400
Two Wheeler,Telangana,2021,March,SUPER ECO,S 2,STANDARD,99750
Two Wheeler,Telangana,2021,March,SUPER ECO,SE 2,STANDARD,59519
Two Wheeler,Telangana,2021,March,SUPER ECO,T1,STANDARD,53933
Two Wheeler,Telangana,2021,March,SUZUKI,ACCESS 125,ALLOY WHEEL DRUM CBS FI,71241
Two Wheeler,Telangana,2021,March,SUZUKI,ACCESS 125,DISC ALLOY - BLUETOOTH,78368
Two Wheeler,Telangana,2021,March,SUZUKI,ACCESS 125,DISC CBS FI,73142
Two Wheeler,Telangana,2021,March,SUZUKI,ACCESS 125,DRUM ALLOY - BLUETOOTH,76468
Two Wheeler,Telangana,2021,March,SUZUKI,ACCESS 125,DRUM CAST SE FI,
Two Wheeler,Telangana,2021,March,SUZUKI,ACCESS 125,SE DISC CBS FI,74757
Two Wheeler,Telangana,2021,March,SUZUKI,ACCESS 125,STEEL WHEEL DRUM CBS FI,69627
Two Wheeler,Telangana,2021,March,SUZUKI,BURGMAN STREET 125,BLUETOOTH,84067
Two Wheeler,Telangana,2021,March,SUZUKI,BURGMAN STREET 125,BS VI,
Two Wheeler,Telangana,2021,March,SUZUKI,GIXXER,SINGLE CHANNEL ABS BS VI,113042
Two Wheeler,Telangana,2021,March,SUZUKI,GIXXER 250,STANDARD,161493
Two Wheeler,Telangana,2021,March,SUZUKI,GIXXER SF,NEW STANDARD BS VI,123017
Two Wheeler,Telangana,2021,March,SUZUKI,GIXXER SF 250,MOTOGP EDITION,172417
Two Wheeler,Telangana,2021,March,SUZUKI,GIXXER SF 250,STANDARD,
Two Wheeler,Telangana,2021,March,SUZUKI,INTRUDER 150,STANDARD,
Two Wheeler,Telangana,2021,March,SUZUKI,V-STROM 650 XT,ABS,847129
Two Wheeler,Telangana,2021,March,SVM,PRANA,ELITE,261249
Two Wheeler,Telangana,2021,March,SVM,PRANA,GRAND,189999
Two Wheeler,Telangana,2021,March,TECHO ELECTRA,EMERGE,STANDARD,64701
Two Wheeler,Telangana,2021,March,TECHO ELECTRA,NEO,STANDARD,39479
Two Wheeler,Telangana,2021,March,TECHO ELECTRA,RAPTOR,STANDARD,54552
Two Wheeler,Telangana,2021,March,TECHO ELECTRA,SAATHI,STANDARD,54812
Two Wheeler,Telangana,2021,March,TRIUMPH,BONNEVILLE SPEEDMASTER,STANDARD,1077015
Two Wheeler,Telangana,2021,March,TRIUMPH,BONNEVILLE T100,BLACK,843030
Two Wheeler,Telangana,2021,March,TRIUMPH,BONNEVILLE T120,BLACK,947720
Two Wheeler,Telangana,2021,March,TRIUMPH,ROCKET 3,GT,1748000
Two Wheeler,Telangana,2021,March,TRIUMPH,ROCKET 3,R,1757500
Two Wheeler,Telangana,2021,March,TRIUMPH,SPEED TRIPLE 1200 RS,STANDARD,1610250
Two Wheeler,Telangana,2021,March,TRIUMPH,STREET TRIPLE R,STANDARD,839800
Two Wheeler,Telangana,2021,March,TRIUMPH,STREET TRIPLE RS,STANDARD,
Two Wheeler,Telangana,2021,March,TRIUMPH,STREET TWIN,STANDARD,707750
Two Wheeler,Telangana,2021,March,TRIUMPH,TIGER 850 SPORT,STANDARD,1135250
Two Wheeler,Telangana,2021,March,TRIUMPH,TIGER 900,GT,1301500
Two Wheeler,Telangana,2021,March,TRIUMPH,TIGER 900,RALLY,1363250
Two Wheeler,Telangana,2021,March,TRIUMPH,TIGER 900,RALLY PRO,1472500
Two Wheeler,Telangana,2021,March,TUNWAL E BIKE,ELECTRIKA 60,LEAD ACID BATTERY 12V 28AH,56905
Two Wheeler,Telangana,2021,March,TUNWAL E BIKE,ELECTRIKA 60,LITHIUM ION 60V 32AH,56905
Two Wheeler,Telangana,2021,March,TUNWAL E BIKE,LITHINO LI 2.0,LITHIUM ION 12V 26AH,
Two Wheeler,Telangana,2021,March,TUNWAL E BIKE,MINI LITHINO 48V,LITHIUM ION 12V 26AH,37999
Two Wheeler,Telangana,2021,March,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 12V 28AH,47120
Two Wheeler,Telangana,2021,March,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 60V 28AH,47120
Two Wheeler,Telangana,2021,March,TUNWAL E BIKE,STORM ZX LI,LITHIUM ION 60V 28AH,50646
Two Wheeler,Telangana,2021,March,TVS,APACHE RR310,BS VI,237491
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 160,FRONT DISC ABS BS VI,95969
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 160,REAR DISC ABS BS VI,98819
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 160 4V,DISC-ABS BS VI,104044
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 160 4V,DRUM-ABS BS VI,101194
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 180,BS VI,101669
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS BS VI,124469
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS WITH MODES,125419
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 200 4V,FI E100,114000
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS BS VI,119719
Two Wheeler,Telangana,2021,March,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS WITH MODES,120669
Two Wheeler,Telangana,2021,March,TVS,IQUBE,STANDARD,102600
Two Wheeler,Telangana,2021,March,TVS,JUPITER,CLASSIC BS VI,70906
Two Wheeler,Telangana,2021,March,TVS,JUPITER,SHEET METAL WHEEL,62313
Two Wheeler,Telangana,2021,March,TVS,JUPITER,STANDARD BS VI,
Two Wheeler,Telangana,2021,March,TVS,JUPITER,ZX DISC,70721
Two Wheeler,Telangana,2021,March,TVS,JUPITER,ZX DRUM BS VI,66826
Two Wheeler,Telangana,2021,March,TVS,NTORQ 125,DISC BS VI,75403
Two Wheeler,Telangana,2021,March,TVS,NTORQ 125,DRUM BS VI,71603
Two Wheeler,Telangana,2021,March,TVS,NTORQ 125,RACE EDITION BS VI,78804
Two Wheeler,Telangana,2021,March,TVS,NTORQ 125,SUPER SQUAD EDITION - DISC,81179
Two Wheeler,Telangana,2021,March,TVS,RADEON,COMMUTER BIKE OF THE YEAR DISC,63923
Two Wheeler,Telangana,2021,March,TVS,RADEON,COMMUTER BIKE OF THE YEAR DRUM,61073
Two Wheeler,Telangana,2021,March,TVS,RADEON,DRUM BS VI,58223
Two Wheeler,Telangana,2021,March,TVS,SCOOTY PEP PLUS,MATTE EDITION BS VI,51701
Two Wheeler,Telangana,2021,March,TVS,SCOOTY PEP PLUS,MUDHAL KADHAL,53281
Two Wheeler,Telangana,2021,March,TVS,SCOOTY PEP PLUS,STANDARD BS VI,50133
Two Wheeler,Telangana,2021,March,TVS,SCOOTY ZEST 110,HIMALAYAN HIGHS,57558
Two Wheeler,Telangana,2021,March,TVS,SCOOTY ZEST 110,MATTE,59173
Two Wheeler,Telangana,2021,March,TVS,SPORT,KICK START ALLOY BS VI,58188
Two Wheeler,Telangana,2021,March,TVS,SPORT,SELF START ALLOY BS VI,59826
Two Wheeler,Telangana,2021,March,TVS,STAR CITY PLUS,DISC,65042
Two Wheeler,Telangana,2021,March,TVS,STAR CITY PLUS,DUAL TONE BS VI,
Two Wheeler,Telangana,2021,March,TVS,STAR CITY PLUS,MONO TONE BS VI,62572
Two Wheeler,Telangana,2021,March,TVS,XL 100,COMFORT BS VI,38466
Two Wheeler,Telangana,2021,March,TVS,XL 100,COMFORT I-TOUCHSTART,47946
Two Wheeler,Telangana,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH BS VI,45865
Two Wheeler,Telangana,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH SPECIAL EDITION BS VI,47632
Two Wheeler,Telangana,2021,March,TVS,XL 100 HEAVY DUTY,I-TOUCH START WINNER EDITION,48156
Two Wheeler,Telangana,2021,March,TVS,XL 100 HEAVY DUTY,STANDARD,40622
Two Wheeler,Telangana,2021,March,UJAAS,EGO,LA 48V,33136
Two Wheeler,Telangana,2021,March,UJAAS,EGO,LA 60V,37886
Two Wheeler,Telangana,2021,March,UJAAS,EGO,LI 48V,48336
Two Wheeler,Telangana,2021,March,UJAAS,EGO,LI 60V,51186
Two Wheeler,Telangana,2021,March,UJAAS,EGO DB LI,STANDARD,51186
